team,log_attack,log_defence,matches_played,log_attack_shrunk,log_defence_shrunk,attack_shrunk,defence_shrunk,net_raw,net_shrunk
New Caledonia,-0.42140321460149754,-0.7374530852991771,23,-0.07879816621313245,-0.13789773139740708,0.9242264457447713,0.8711877823472317,0.31604987069767954,0.05909956518427463
Lesotho,0.22855022144817108,0.007265956366687998,32,0.055406868014853235,0.001761443967681939,1.0569705747205627,1.0017629962213763,0.22128426508148308,0.0536454240471713
Kuwait,0.0027241054180242234,-0.10858508376735733,93,0.0013131673341730836,-0.05232338233349343,1.0013140299159269,0.9490219202918981,0.11130918918538155,0.05363654966766651
São Tomé and Príncipe,-0.5496145065402124,-0.8706283992900213,20,-0.09160158865987579,-0.14510473321500356,0.9124686149796225,0.8649317012890032,0.32101389274980896,0.053503144555127766
United Arab Emirates,0.5643683015024317,0.4743030090684593,146,0.334950697199082,0.2814969078211181,1.3978714645449644,1.3251118988321569,0.09006529243397238,0.05345378937796391
Taiwan,-0.7240439494615102,-0.888011705834581,47,-0.23149636825218928,-0.28392211002874357,0.7933455767289537,0.7528252799620347,0.16396775637307082,0.05242574177655429
Aruba,-0.9053097435735972,-1.1491581933099373,24,-0.1752204383398966,-0.2224177148341814,0.8392719926515293,0.8005808799704567,0.24384844973634012,0.04719727649428482
Nigeria,0.7330771368600103,0.6371872775885865,95,0.3571406538118981,0.3104245711329011,1.4292368833326357,1.3640041079808505,0.0958898592714238,0.04671608267899696
Japan,1.1013868866965029,1.030763749579017,181,0.7094346120415878,0.6639439098711817,2.032841589516763,1.942438048080804,0.07062313711748591,0.04549070217040607
Finland,0.477155688285207,0.41073289917363887,180,0.3067432977962729,0.26404257804019643,1.3589920670336086,1.3021836395479012,0.06642278911156813,0.04270071975607648
Argentina,1.3745268290047796,1.3152906922200567,238,0.967862381049576,0.9261514341667855,2.6323115619267345,2.5247736980263538,0.05923613678472295,0.041710946882790534
South Africa,0.6227243818083159,0.5251126819763918,71,0.2585586584795882,0.21802924222411588,1.295062113999458,1.2436234334025065,0.09761169983192408,0.04052941625547232
Palestine,0.2388284754726837,0.13074568545310425,59,0.08862251285853769,0.04851569460209529,1.092668110304294,1.0497118465007886,0.10808279001957946,0.0401068182564424
Bulgaria,0.2483834158627357,0.18722673245618418,187,0.16183901832038583,0.12199093717528377,1.1756709645998114,1.1297438630633176,0.06115668340655153,0.03984808114510206
Libya,0.25195977912823475,0.146707880023216,58,0.0924921941839036,0.053854791400927395,1.096904579291465,1.0553313478418498,0.10525189910501875,0.038637402782976206
China,0.14535329553954418,0.08121489558912154,139,0.08453643335404097,0.047233767727564414,1.088212490740719,1.0483670548207056,0.06413839995042264,0.03730266562647656
Eswatini,-0.24688982083259461,-0.40398902368649336,28,-0.05400637102885544,-0.08837259893142042,0.9474260704037373,0.9154197287588522,0.15709920285389875,0.03436622790256498
Kosovo,0.8064354199265908,0.7279010860407017,71,0.3348363409731409,0.3022279363092972,1.3977116183798046,1.3528695596623996,0.07853433388588915,0.03260840466384374
Zambia,0.2271224823133723,0.14880739067619894,67,0.09112159165637781,0.059701168714403174,1.0954021889278414,1.0615192839714143,0.07831509163717335,0.03142042294197464
Australia,0.8753281566371564,0.8443706442106855,149,0.523791143897813,0.505265967820852,1.688416561548886,1.6574262839007585,0.030957512426470823,0.018525176076961025
Ethiopia,-0.03791091032965627,-0.09721458133548878,36,-0.010034509413591715,-0.025733271529982324,0.990015668299497,0.9745950071786521,0.05930367100583252,0.01569876211639061
Latvia,0.1512777670763969,0.1275934329547917,185,0.09819819789737746,0.08282380735661918,1.1031814116783494,1.0863503847390747,0.0236843341216052,0.015374390540758287
Belarus,0.21688869256073948,0.19696568032998257,173,0.13744264946749848,0.12481707947650911,1.1473359037601556,1.1329411959149698,0.019923012230756904,0.012625569990989377
Suriname,0.17128113227380357,0.14177121199964285,42,0.0506613172332317,0.04193233030975352,1.0519665500012436,1.042823908792177,0.029509920274160717,0.008728986923478184
Cuba,-0.4819934714631654,-0.4972830187027929,46,-0.15186027531292093,-0.15667821137211282,0.8591083109952542,0.8549791371201827,0.015289547239627499,0.004817936059191896
Guyana,-0.42487975319929727,-0.4368938640104728,28,-0.09294166873407164,-0.09557053275229092,0.9112466529167332,0.9088542554008379,0.012014110811175538,0.002628864018219282
Equatorial Guinea,-0.21923254669017417,-0.226866749269018,38,-0.06036766146817004,-0.06247055414654119,0.94141834669685,0.9394407250401277,0.007634202578843841,0.002102892678371153
Mauritius,-0.2555538937420606,-0.26242641837372094,26,-0.0527325535370986,-0.0541514831564821,0.9486336872828249,0.9472885973656359,0.006872524631660326,0.0014189296193834952
Syria,0.14279494706463874,0.14125921129626798,86,0.06602400504934454,0.06531339877139272,1.0682523603088312,1.0674935231243246,0.0015357357683707662,0.0007106062779518169
